property_id,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,sqft,lot_size,year_built,garage,property_type,condition,school_rating,crime_rate,walkability_score,public_transport_access,shopping_proximity,actual_price,listed_price,date_listed,date_sold,days_on_market,data_source,price_per_sqft,age,bed_bath_ratio,total_rooms
PROP_001395,76366 Jones Summit Apt. 854,Atlanta,GA,72556,33.663382,-84.472798,2,2,1351,9700,1995,1,Townhouse,Good,4.8,14.1,63.5,9,10,229123,260000,2024-03-12,2024-03-25,13,Realtor.com,169.59511472982976,29,1.0,4
PROP_001396,5399 Johnny Throughway,Denver,CO,34088,39.704034,-104.910936,2,1,3188,4994,2004,1,Single Family,Fair,5.5,1.2,83.5,8,4,940850,1064743,2025-05-14,2025-05-21,7,MLS,295.12233375156836,20,2.0,3
PROP_001397,2297 Hall Harbor Suite 503,Austin,TX,82997,30.386792,-97.70758,2,2,2728,8113,2001,0,Duplex,Needs Work,7.0,7.6,100.0,2,1,791943,894487,2024-10-24,2024-11-25,32,Realtor.com,290.3016862170088,23,1.0,4
PROP_001398,2599 Juan Villages Suite 472,Seattle,WA,71221,47.57436,-122.399795,2,1,3552,9599,2011,0,Single Family,Excellent,3.3,1.2,84.6,6,3,1067750,1140144,2025-05-07,2025-05-13,6,Direct,300.6052927927928,13,2.0,3
PROP_001399,5883 Brian Extensions,San Francisco,CA,47392,37.744059,-122.417918,4,2,4451,2718,2023,0,Single Family,Needs Work,6.1,27.9,76.8,2,7,1617788,1720705,2025-06-07,2025-06-22,15,Realtor.com,363.4661873736239,1,2.0,6
PROP_001400,21132 Cox Plain Apt. 349,San Francisco,CA,27441,37.782998,-122.434635,5,3,4069,11404,2016,2,Single Family,Fair,2.4,0.5,40.0,5,4,2038537,2319295,2024-09-04,2024-09-14,10,Zillow,500.9921356598673,8,1.6666666666666667,8
PROP_001401,742 Erica Lakes,Seattle,WA,37291,47.614617,-122.226959,3,3,1937,4154,1993,2,Duplex,Fair,2.4,1.7,57.4,8,2,752915,821590,2024-07-11,2024-07-18,7,Direct,388.7016004130098,31,1.0,6
PROP_001402,98585 Davis Parkways,San Francisco,CA,86089,37.731085,-122.446158,2,1,2248,14624,2022,0,Condo,Excellent,6.4,19.8,92.8,5,6,1347075,1443150,2024-06-04,2024-06-26,22,MLS,599.2326512455516,2,2.0,3
PROP_001403,86657 Carla Extensions,Austin,TX,06585,30.280656,-97.73154,4,3,2250,6862,1969,1,Townhouse,Fair,10.0,13.3,65.9,8,5,731826,773447,2024-02-19,2024-02-29,10,Zillow,325.256,55,1.3333333333333333,7
PROP_001404,89081 Gonzalez Canyon,Denver,CO,26249,39.681126,-105.045398,2,3,723,2637,1992,3,Condo,Needs Work,10.0,14.5,64.8,4,10,448464,495359,2025-07-21,2025-08-12,22,Zillow,620.2821576763486,32,0.6666666666666666,5
PROP_001405,0119 Smith Gateway Suite 250,Denver,CO,59897,39.709432,-104.906465,4,3,1399,5733,1997,3,Townhouse,Fair,6.2,6.2,54.5,7,3,568673,615186,2024-05-02,2024-05-08,6,MLS,406.4853466761973,27,1.3333333333333333,7
PROP_001406,62374 Romero Street Apt. 066,Denver,CO,38232,39.688867,-105.04466,2,2,2671,7899,1982,3,Townhouse,Fair,8.2,4.8,42.1,6,2,721169,760842,2024-03-24,2024-03-31,7,Realtor.com,269.9996256083864,42,1.0,4
PROP_001407,389 Vasquez Stravenue Suite 949,Atlanta,GA,66437,33.818756,-84.498053,1,3,974,7460,2022,2,Condo,Excellent,5.5,7.8,74.8,1,8,277613,292437,2024-06-05,2024-06-17,12,Realtor.com,285.023613963039,2,0.3333333333333333,4
PROP_001408,819 Hoffman Fields Suite 052,San Francisco,CA,32436,37.799678,-122.45373,3,1,1541,8355,1972,0,Single Family,Excellent,5.3,20.1,35.2,3,6,622499,685216,2023-12-24,2024-01-03,10,Realtor.com,403.95781959766384,52,3.0,4
PROP_001409,9101 Oneill Pines,Atlanta,GA,69340,33.653144,-84.373231,2,3,2239,12174,2003,2,Duplex,Good,4.1,7.6,50.2,6,5,483107,526883,2023-11-25,2023-12-16,21,MLS,215.76909334524342,21,0.6666666666666666,5
PROP_001410,655 Bradley Isle Suite 457,Austin,TX,73261,30.287547,-97.768625,2,2,1946,11271,2002,2,Single Family,Excellent,7.8,3.4,82.8,1,3,637116,719551,2025-03-09,2025-03-17,8,Direct,327.39773895169577,22,1.0,4
PROP_001411,19013 Garza Junctions Suite 630,San Francisco,CA,14214,37.72146,-122.428053,4,1,2581,7685,2020,2,Single Family,Needs Work,7.3,41.9,81.2,10,6,1223502,1307079,2024-06-14,2024-06-25,11,MLS,474.04184424641613,4,4.0,5
PROP_001412,7239 Nicholas Cove,Atlanta,GA,45277,33.829495,-84.359163,2,2,1204,9597,1964,0,Townhouse,Fair,7.7,7.4,51.5,10,6,310669,352439,2023-12-20,2023-12-29,9,MLS,258.03073089700996,60,1.0,4
PROP_001413,4518 Richard Ferry Suite 254,Austin,TX,73339,30.257569,-97.732246,2,1,2808,6981,2008,0,Single Family,Good,4.3,17.8,57.7,10,2,644540,690704,2024-03-04,2024-03-13,9,MLS,229.53703703703704,16,2.0,3
PROP_001414,125 Jamie Plains Apt. 598,Denver,CO,36605,39.642903,-105.090879,2,1,2798,14457,1980,2,Townhouse,Excellent,5.0,41.3,64.1,2,9,595842,662074,2024-06-14,2024-06-20,6,Realtor.com,212.95282344531807,44,2.0,3
PROP_001415,176 Fowler Keys,Seattle,WA,14833,47.62332,-122.365148,3,3,3720,7670,2002,1,Single Family,Fair,2.4,2.1,65.2,10,6,1464187,1617260,2023-12-05,2023-12-25,20,Zillow,393.5986559139785,22,1.0,6
PROP_001416,53431 Natalie Valleys,San Francisco,CA,70214,37.705932,-122.403625,3,1,1068,11463,2004,0,Townhouse,Excellent,4.3,13.4,52.1,7,10,499610,553038,2025-02-13,2025-02-20,7,Direct,467.7996254681648,20,3.0,4
PROP_001417,4877 Reeves Club Suite 723,Seattle,WA,72241,47.587846,-122.347446,2,4,4137,5958,1985,3,Single Family,Fair,6.7,12.4,34.2,3,4,1522556,1717183,2023-09-25,2023-10-08,13,Zillow,368.03384094754654,39,0.5,6
PROP_001418,890 Williams Extensions Suite 840,Seattle,WA,65038,47.692636,-122.325006,3,3,2431,2045,1986,3,Townhouse,Needs Work,7.5,4.6,79.2,8,7,786022,843011,2025-05-16,2025-06-05,20,Zillow,323.3327848621966,38,1.0,6
PROP_001419,7489 Miguel Gateway Suite 457,Denver,CO,77539,39.726577,-104.934312,2,1,1329,5481,2000,3,Townhouse,Fair,4.8,2.6,95.9,5,3,447988,473652,2023-10-30,2023-12-03,34,Direct,337.0865312264861,24,2.0,3
PROP_001420,58842 Bailey Crossroad,Austin,TX,96945,30.250954,-97.741789,2,2,2100,12837,1963,1,Townhouse,Good,2.8,10.6,67.0,4,5,307162,341802,2024-07-04,2024-07-10,6,Realtor.com,146.26761904761904,61,1.0,4
PROP_001421,73739 Dalton Corner Suite 936,San Francisco,CA,13759,37.703983,-122.410497,2,1,3540,13088,1990,0,Single Family,Fair,6.9,9.0,90.9,4,1,1320745,1442485,2023-10-23,2023-11-02,10,Direct,373.09180790960454,34,2.0,3
PROP_001422,15591 Michael Shore Suite 291,Seattle,WA,76103,47.67728,-122.37667,2,1,1310,9275,2018,1,Townhouse,Good,4.4,51.3,23.9,10,1,378440,411895,2023-10-09,2023-11-01,23,Realtor.com,288.8854961832061,6,2.0,3
PROP_001423,588 Eric Plains Suite 519,Denver,CO,30452,39.757991,-104.991394,3,3,1939,11266,1998,1,Duplex,Excellent,3.5,20.4,70.9,3,10,667326,722266,2025-01-09,2025-01-29,20,Direct,344.1598762248582,26,1.0,6
PROP_001424,9709 Deanna Loop Suite 414,Denver,CO,49518,39.79065,-105.051946,2,1,1072,4935,1982,0,Condo,Good,6.8,18.9,53.5,8,6,361648,403999,2024-09-23,2024-09-30,7,Realtor.com,337.35820895522386,42,2.0,3
PROP_001425,55842 Carey Greens Apt. 077,Seattle,WA,70846,47.696661,-122.222014,1,2,1546,4065,1950,0,Condo,Needs Work,2.4,12.1,51.4,2,2,403718,451958,2025-03-29,2025-04-06,8,Realtor.com,261.137128072445,74,0.5,3
PROP_001426,82623 Turner Lights,Austin,TX,19081,30.236187,-97.756855,3,3,612,3621,1983,1,Condo,Excellent,5.9,9.8,35.0,6,9,245738,281553,2024-09-02,2024-09-11,9,MLS,401.5326797385621,41,1.0,6
PROP_001427,2023 Thompson Mount,Seattle,WA,39756,47.573208,-122.381107,4,1,2205,3836,1977,3,Duplex,Good,8.4,9.3,80.2,9,6,995716,1056098,2024-04-19,2024-04-26,7,Realtor.com,451.5718820861678,47,4.0,5
PROP_001428,732 Brittany Groves Apt. 279,Seattle,WA,64017,47.649925,-122.261947,6,3,3530,13533,2022,0,Single Family,Needs Work,8.3,25.8,53.8,9,9,1310165,1437309,2025-01-27,2025-02-03,7,MLS,371.15155807365437,2,2.0,9
PROP_001429,94072 Jennifer Courts Suite 606,San Francisco,CA,39780,37.776559,-122.430064,2,2,2095,3100,1973,3,Townhouse,Good,6.1,22.9,98.1,9,10,1063232,1207627,2024-07-11,2024-07-28,17,Direct,507.509307875895,51,1.0,4
PROP_001430,6841 Spencer Brook Suite 686,Austin,TX,96600,30.210684,-97.790403,3,2,2774,4754,1954,3,Townhouse,Good,9.4,5.6,42.4,1,1,794446,874996,2025-02-24,2025-03-13,17,Zillow,286.39005046863736,70,1.5,5
PROP_001431,6319 Brown Ramp,Seattle,WA,45276,47.525492,-122.214676,3,2,1699,4216,2016,1,Condo,Excellent,6.1,1.7,75.9,5,2,861254,988666,2024-01-21,2024-01-29,8,Realtor.com,506.9181871689229,8,1.5,5
PROP_001432,6365 Joanna Crescent,Denver,CO,11043,39.746228,-104.915089,3,3,1232,14251,1987,0,Duplex,Excellent,6.4,4.2,80.1,7,6,444026,504425,2024-03-17,2024-03-24,7,Zillow,360.4107142857143,37,1.0,6
PROP_001433,578 Howell Springs Suite 338,San Francisco,CA,70615,37.701305,-122.496388,3,3,2104,2830,2023,2,Condo,Good,7.7,21.5,40.4,4,3,1088629,1165688,2025-06-15,2025-06-22,7,Zillow,517.4092205323194,1,1.0,6
PROP_001434,717 Cox Roads Apt. 442,Atlanta,GA,00836,33.862743,-84.45126,3,1,2224,2678,1998,1,Duplex,Excellent,8.9,23.7,100.0,7,6,345155,387190,2023-10-03,2023-11-28,56,MLS,155.19559352517985,26,3.0,4
PROP_001435,0788 Campbell Forges,Atlanta,GA,05196,33.804655,-84.335024,3,1,1005,14993,1997,1,Townhouse,Needs Work,3.4,7.5,91.5,8,8,247599,268507,2025-03-04,2025-03-17,13,Realtor.com,246.36716417910446,27,3.0,4
PROP_001436,526 James Place Apt. 001,Atlanta,GA,45988,33.830372,-84.363243,6,2,1740,11801,2015,0,Single Family,Needs Work,6.8,1.4,65.2,2,8,370434,413099,2024-07-04,2024-07-10,6,Realtor.com,212.89310344827587,9,3.0,8
PROP_001437,3376 Patton Gardens,Atlanta,GA,72138,33.883234,-84.494166,3,2,1688,14154,1985,2,Single Family,Excellent,5.8,4.6,65.2,10,7,482499,518587,2025-03-18,2025-04-17,30,Direct,285.8406398104265,39,1.5,5
PROP_001438,18861 Saunders Gateway Suite 957,Austin,TX,50963,30.373727,-97.706111,3,1,2241,2229,2010,0,Condo,Fair,7.5,8.0,58.1,7,9,581426,634905,2025-06-29,2025-07-15,16,Realtor.com,259.4493529674253,14,3.0,4
PROP_001439,6431 Mitchell Land Suite 099,Atlanta,GA,66815,33.67016,-84.4212,3,1,1584,11344,2006,3,Duplex,Fair,7.9,14.7,81.5,6,1,383859,408924,2024-07-04,2024-07-11,7,Realtor.com,242.33522727272728,18,3.0,4
PROP_001440,27326 Camacho Turnpike,Seattle,WA,06553,47.507236,-122.206938,3,2,2343,5216,2018,2,Townhouse,Good,7.1,4.4,80.9,4,10,1139753,1241364,2025-01-20,2025-01-31,11,Direct,486.4502774221084,6,1.5,5
PROP_001441,784 Michele Plaza Suite 472,Denver,CO,96816,39.690723,-105.074105,4,4,1885,4206,1994,3,Single Family,Excellent,9.1,20.9,37.0,2,5,586067,625271,2025-05-01,2025-05-13,12,Zillow,310.91087533156497,30,1.0,8
PROP_001442,357 Justin Station Suite 484,Denver,CO,57468,39.783927,-104.952231,2,3,881,11089,2016,2,Condo,Fair,7.7,9.7,95.8,3,2,427801,489440,2024-10-26,2024-11-11,16,MLS,485.5856980703746,8,0.6666666666666666,5
PROP_001443,420 Joseph Shoals Suite 200,Seattle,WA,43020,47.519617,-122.275445,4,3,2065,12477,1997,1,Duplex,Fair,8.1,25.0,46.8,2,10,1020821,1113467,2025-06-02,2025-06-09,7,Direct,494.34430992736077,27,1.3333333333333333,7
PROP_001444,4717 Thornton Lake,Denver,CO,12531,39.761,-104.922528,1,3,1293,6615,1997,3,Condo,Good,4.5,28.3,89.2,6,1,264582,296865,2024-08-06,2024-08-18,12,Realtor.com,204.6264501160093,27,0.3333333333333333,4
PROP_001445,5832 Greene Spur,Seattle,WA,29289,47.689847,-122.210127,1,1,1133,13297,2010,1,Condo,Excellent,8.6,9.8,69.4,2,6,509974,537244,2025-05-10,2025-05-19,9,Direct,450.10944395410417,14,1.0,2
PROP_001446,65803 Lydia Ford,Atlanta,GA,99704,33.85907,-84.344328,4,3,2714,13302,1975,2,Single Family,Needs Work,4.9,28.4,80.1,6,8,521043,567437,2024-06-24,2024-07-15,21,Direct,191.9834193072955,49,1.3333333333333333,7
PROP_001447,745 Sanchez Skyway,Seattle,WA,81119,47.689398,-122.327901,4,3,1687,8073,2012,3,Townhouse,Fair,5.4,10.9,48.3,7,7,620649,666573,2024-06-15,2024-06-29,14,Direct,367.90100770598696,12,1.3333333333333333,7
PROP_001448,82038 Michelle Hills,San Francisco,CA,36569,37.707908,-122.465674,2,2,1059,10773,1966,0,Duplex,Fair,5.1,0.9,93.4,10,5,450068,489221,2024-12-27,2025-01-09,13,MLS,424.99338999055715,58,1.0,4
PROP_001449,59600 Ashley Plains Apt. 435,Denver,CO,25385,39.664619,-104.91201,2,3,892,8505,1998,2,Condo,Needs Work,2.6,41.3,84.3,3,2,315085,348979,2023-09-30,2023-10-27,27,Zillow,353.2343049327354,26,0.6666666666666666,5
PROP_001450,711 Mcdonald Brook Suite 411,San Francisco,CA,41880,37.736794,-122.42826,3,1,1290,6353,2017,1,Duplex,Needs Work,5.7,3.1,86.0,2,5,657318,755081,2023-12-16,2023-12-22,6,MLS,509.54883720930235,7,3.0,4
PROP_001451,28487 Orozco Cape Suite 471,Denver,CO,91284,39.763316,-105.039801,1,1,1450,7061,2017,1,Condo,Excellent,8.5,1.6,83.6,8,10,538897,582910,2024-05-26,2024-06-17,22,Direct,371.6531034482759,7,1.0,2
PROP_001452,03891 Teresa Walks,Austin,TX,26503,30.381492,-97.709633,2,1,2768,12577,1958,0,Duplex,Needs Work,8.8,0.4,44.7,9,6,602911,634865,2024-06-07,2024-06-20,13,Zillow,217.8146676300578,66,2.0,3
PROP_001453,1752 Robinson Spring,Austin,TX,13534,30.309797,-97.790762,2,3,4189,6601,2021,2,Single Family,Good,8.7,0.0,58.2,4,6,1137112,1300007,2024-10-29,2024-11-04,6,Realtor.com,271.45189782764385,3,0.6666666666666666,5
PROP_001454,9319 Amy Course Apt. 370,Austin,TX,55654,30.253412,-97.731972,4,2,1331,10160,2008,0,Duplex,Excellent,6.0,9.0,31.4,8,4,400250,455896,2023-12-29,2024-01-23,25,Zillow,300.7137490608565,16,2.0,6
PROP_001455,35607 Armstrong Landing,San Francisco,CA,39161,37.714759,-122.409506,3,3,2480,4163,2008,3,Duplex,Needs Work,7.8,1.4,100.0,6,7,1256274,1377228,2024-03-04,2024-03-16,12,Zillow,506.56209677419355,16,1.0,6
PROP_001456,2091 John Fords Apt. 449,Austin,TX,88561,30.382205,-97.735429,2,1,1370,14504,2011,2,Duplex,Good,5.8,31.1,39.7,8,9,408568,430902,2024-04-03,2024-04-11,8,MLS,298.2248175182482,13,2.0,3
PROP_001457,09074 Charles Mission,San Francisco,CA,47840,37.765829,-122.495437,3,3,2063,4490,1992,3,Townhouse,Good,6.7,8.7,29.8,3,2,1409323,1483357,2025-06-28,2025-07-08,10,Realtor.com,683.1425109064469,32,1.0,6
PROP_001458,322 Alexis Viaduct,Austin,TX,35486,30.389073,-97.788008,3,3,2734,6933,1985,1,Townhouse,Excellent,6.8,2.7,90.5,4,7,626815,659815,2024-07-25,2024-08-13,19,MLS,229.26664228237016,39,1.0,6
PROP_001459,163 Reeves Road,Atlanta,GA,65491,33.659435,-84.375513,1,1,849,4525,2011,3,Condo,Good,7.5,12.7,36.1,1,10,290948,315710,2024-05-05,2024-05-17,12,Zillow,342.69493521790343,13,1.0,2
PROP_001460,229 King Crest,Seattle,WA,10453,47.643827,-122.206728,2,2,1061,12801,2006,1,Duplex,Good,4.7,18.9,70.9,3,3,387851,420906,2024-02-20,2024-02-27,7,Zillow,365.55230914231856,18,1.0,4
PROP_001461,592 Franklin Flats Apt. 424,Atlanta,GA,20304,33.868086,-84.379322,3,3,989,6707,1963,2,Condo,Needs Work,6.3,3.1,51.2,4,6,279609,298463,2024-06-19,2024-07-23,34,Zillow,282.71890798786654,61,1.0,6
PROP_001462,29794 Michael Plain,Austin,TX,83373,30.301455,-97.702801,2,2,778,3501,2010,0,Condo,Needs Work,6.4,6.6,32.8,1,9,309902,339949,2024-09-28,2024-10-26,28,Zillow,398.33161953727506,14,1.0,4
PROP_001463,720 Freeman Centers Apt. 220,Atlanta,GA,64931,33.647518,-84.329292,2,3,2452,3616,2019,0,Duplex,Needs Work,2.7,5.2,77.6,2,3,334685,364175,2024-09-23,2024-10-05,12,Direct,136.49469820554648,5,0.6666666666666666,5
PROP_001464,1707 Gonzalez Circle Suite 008,San Francisco,CA,39019,37.789295,-122.444172,4,3,1455,4996,2017,0,Townhouse,Needs Work,5.4,2.0,62.4,7,5,1006056,1112720,2024-12-17,2024-12-25,8,Realtor.com,691.4474226804124,7,1.3333333333333333,7
PROP_001465,079 Victor Walk Suite 429,Atlanta,GA,95848,33.826125,-84.473795,2,2,1706,5550,1995,1,Duplex,Good,4.5,14.0,54.7,3,9,360853,386467,2024-10-21,2024-10-27,6,MLS,211.51992966002345,29,1.0,4
PROP_001466,7876 Vasquez Summit Suite 364,San Francisco,CA,50393,37.756021,-122.432965,3,1,1708,4527,2010,1,Townhouse,Good,6.4,21.6,73.9,6,7,970030,1090368,2025-04-01,2025-04-19,18,MLS,567.9332552693209,14,3.0,4
PROP_001467,34041 Stone Prairie,Atlanta,GA,91512,33.711477,-84.490138,3,2,1032,12410,2021,3,Condo,Good,6.6,0.2,23.2,2,2,276523,301123,2025-04-28,2025-05-05,7,MLS,267.9486434108527,3,1.5,5
PROP_001468,99120 Johns Land Apt. 286,Denver,CO,51228,39.620908,-105.052737,4,2,1364,7165,1956,1,Duplex,Fair,5.6,36.0,71.0,2,9,450902,495341,2024-02-22,2024-03-09,16,Realtor.com,330.5733137829912,68,2.0,6
PROP_001469,033 Jordan Street,Austin,TX,25181,30.277073,-97.759871,2,2,4373,14853,1951,2,Single Family,Needs Work,7.1,6.3,79.8,4,10,891137,940803,2025-07-07,2025-07-20,13,Direct,203.78161445232107,73,1.0,4
PROP_001470,15468 Smith Grove Apt. 500,Denver,CO,03655,39.65537,-105.004771,2,2,2296,6119,1968,0,Duplex,Good,7.7,38.3,57.3,2,6,551616,599139,2025-05-13,2025-05-26,13,MLS,240.25087108013938,56,1.0,4
PROP_001471,245 Sweeney Crescent Apt. 416,Atlanta,GA,12283,33.829928,-84.365354,2,1,2159,6450,2015,0,Townhouse,Excellent,3.8,0.0,76.9,10,7,382993,414779,2023-10-01,2023-10-29,28,Zillow,177.39370078740157,9,2.0,3
PROP_001472,336 Gregory Rue Suite 321,Seattle,WA,07092,47.571551,-122.363027,3,3,2017,2008,1997,1,Townhouse,Excellent,9.2,11.2,11.0,5,3,711180,780674,2023-12-04,2023-12-24,20,Direct,352.59295984134855,27,1.0,6
PROP_001473,783 Bishop Trafficway Apt. 820,Austin,TX,22179,30.227191,-97.733837,2,4,1593,3200,2004,1,Single Family,Good,4.2,0.6,47.9,7,10,335014,356779,2024-10-30,2024-11-06,7,Direct,210.30382925298179,20,0.5,6
PROP_001474,618 Roberts Hills,Atlanta,GA,71156,33.886467,-84.405087,3,1,1959,8985,2010,3,Duplex,Needs Work,7.4,17.1,65.5,4,2,530946,561433,2025-03-04,2025-03-31,27,Zillow,271.0290964777948,14,3.0,4
PROP_001475,0626 Kelly Fork Suite 020,Austin,TX,19643,30.352928,-97.753962,4,2,2182,11449,2021,3,Duplex,Needs Work,7.5,5.4,88.1,6,4,653199,708011,2024-02-02,2024-02-08,6,Zillow,299.35792850595783,3,2.0,6
PROP_001476,695 Torres Via Apt. 263,Seattle,WA,53786,47.518339,-122.246007,2,1,2234,5086,2023,0,Townhouse,Fair,3.7,13.3,100.0,3,4,845971,916087,2024-07-31,2024-08-12,12,MLS,378.67994628469114,1,2.0,3
PROP_001477,679 Steele Greens Apt. 723,Austin,TX,61600,30.213851,-97.715784,3,1,3600,9967,1957,3,Single Family,Fair,9.5,8.1,80.6,5,10,767371,865180,2024-01-27,2024-02-04,8,Direct,213.1586111111111,67,3.0,4
PROP_001478,6550 Jennifer Ramp,Denver,CO,41511,39.600238,-105.015827,2,3,902,8482,1976,2,Duplex,Fair,8.0,7.0,70.9,9,7,369570,408791,2023-12-08,2023-12-18,10,Direct,409.7228381374723,48,0.6666666666666666,5
PROP_001479,549 Carlson Corners,Atlanta,GA,50424,33.735042,-84.438098,4,2,2214,8877,2007,1,Townhouse,Needs Work,4.6,2.8,81.1,6,7,466178,533354,2024-01-07,2024-02-19,43,MLS,210.5591689250226,17,2.0,6
PROP_001480,35138 Jason Alley,Denver,CO,58477,39.648853,-105.037053,2,1,1832,5263,1992,0,Townhouse,Needs Work,7.1,18.2,50.4,5,10,428820,459721,2025-07-20,2025-08-01,12,Direct,234.07205240174673,32,2.0,3
PROP_001481,019 Logan Ferry Suite 910,Seattle,WA,68994,47.521982,-122.273002,2,2,761,4250,1991,3,Condo,Good,5.5,0.5,50.3,6,4,303380,338271,2025-02-05,2025-02-11,6,MLS,398.65965834428386,33,1.0,4
PROP_001482,378 Jesse Hills Apt. 976,Denver,CO,23613,39.673601,-105.077976,4,1,1167,9580,1977,3,Duplex,Good,10.0,1.6,49.0,7,5,496232,547295,2025-02-04,2025-02-23,19,Zillow,425.22022279348755,47,4.0,5
PROP_001483,78061 Kirby Fields Apt. 698,San Francisco,CA,70378,37.752452,-122.415006,4,2,2876,14508,1954,2,Townhouse,Needs Work,7.4,19.0,59.1,6,5,1607632,1823135,2024-01-01,2024-01-15,14,Direct,558.9819193324062,70,2.0,6
PROP_001484,7804 Diaz Viaduct Suite 536,Atlanta,GA,61348,33.678518,-84.319775,2,2,2143,14211,2012,1,Condo,Fair,6.5,75.5,77.2,5,2,346634,395972,2024-02-08,2024-02-19,11,Realtor.com,161.75174988334112,12,1.0,4
PROP_001485,0225 Sean Roads Apt. 433,Seattle,WA,68100,47.621492,-122.233243,5,2,4284,6234,1958,2,Single Family,Needs Work,8.2,12.1,100.0,5,4,1471084,1683619,2023-09-17,2023-10-17,30,Realtor.com,343.39028944911297,66,2.5,7
PROP_001486,54426 Wilson Estate,Atlanta,GA,25580,33.802806,-84.368523,2,3,2554,4393,1996,1,Townhouse,Excellent,5.5,14.7,78.6,10,6,521768,577146,2024-07-27,2024-08-08,12,Direct,204.29444009397025,28,0.6666666666666666,5
PROP_001487,18942 Tyler Meadows Apt. 865,Austin,TX,07921,30.333802,-97.746682,4,1,1978,10558,2019,2,Duplex,Excellent,8.3,4.1,60.0,4,3,610009,687513,2025-03-13,2025-04-03,21,MLS,308.396865520728,5,4.0,5
PROP_001488,3714 Richard Pass,San Francisco,CA,16837,37.717334,-122.413958,2,1,2215,9846,1998,2,Duplex,Fair,6.4,3.9,71.2,9,6,992105,1117278,2025-03-29,2025-04-21,23,Zillow,447.90293453724604,26,2.0,3
PROP_001489,160 Jimenez Mountains,Denver,CO,42543,39.760071,-105.073618,3,2,1767,2610,2006,1,Duplex,Excellent,5.5,7.5,100.0,1,5,393878,444205,2025-05-08,2025-05-20,12,Realtor.com,222.907753254103,18,1.5,5
PROP_001490,503 Tina Summit Suite 732,Seattle,WA,74270,47.512818,-122.255293,3,2,2702,2894,2000,0,Duplex,Good,4.6,11.0,65.8,6,2,736939,790253,2024-10-25,2024-11-02,8,Zillow,272.7383419689119,24,1.5,5
PROP_001491,947 Felicia Street Apt. 189,San Francisco,CA,23982,37.785847,-122.413568,3,2,1282,11746,1979,3,Condo,Good,10.0,19.5,42.9,6,10,837600,923770,2024-03-22,2024-04-01,10,Realtor.com,653.3541341653666,45,1.5,5
PROP_001492,94883 Craig Falls,Atlanta,GA,43583,33.876809,-84.378103,6,4,1523,6277,1995,2,Single Family,Fair,10.0,15.3,89.0,4,5,527515,603709,2024-03-09,2024-04-03,25,Realtor.com,346.365725541694,29,1.5,10
PROP_001493,70559 Murphy Extension,Atlanta,GA,67732,33.666847,-84.391592,2,1,948,5353,1977,2,Duplex,Good,7.2,5.4,45.9,4,7,233056,253355,2025-07-29,2025-08-06,8,Zillow,245.83966244725738,47,2.0,3
PROP_001494,76646 Henry Glen,Austin,TX,12460,30.291504,-97.781689,3,2,2469,12748,1984,0,Single Family,Excellent,8.1,11.0,54.4,5,4,561675,612595,2024-05-11,2024-05-20,9,Direct,227.49088699878493,40,1.5,5
PROP_001495,673 Derek Bridge,Seattle,WA,94978,47.634959,-122.268393,4,3,2219,10851,1976,0,Duplex,Excellent,7.7,2.7,52.5,9,6,884482,997823,2024-04-12,2024-05-23,41,Zillow,398.5948625506985,48,1.3333333333333333,7
PROP_001496,751 Oconnor Prairie,Seattle,WA,36275,47.510025,-122.222776,3,3,2964,12594,1992,3,Townhouse,Needs Work,5.9,1.9,82.3,5,2,1043943,1164395,2025-02-10,2025-03-02,20,Direct,352.2074898785425,32,1.0,6
PROP_001497,897 Christopher Square,Denver,CO,68862,39.768294,-105.088311,1,2,1025,14965,2009,2,Condo,Excellent,7.4,1.4,26.6,3,3,396573,425459,2024-09-12,2024-10-19,37,Realtor.com,386.900487804878,15,0.5,3
PROP_001498,642 Gonzalez Forest Apt. 543,Atlanta,GA,68802,33.825482,-84.354033,3,1,1718,14431,1986,1,Duplex,Good,8.4,0.3,100.0,4,3,425787,479176,2024-02-16,2024-03-07,20,Zillow,247.83876600698486,38,3.0,4
PROP_001499,2810 Bennett Expressway Suite 841,Seattle,WA,18674,47.526888,-122.319745,1,1,633,5531,1980,1,Condo,Excellent,6.7,6.0,30.6,4,1,221465,254497,2024-06-30,2024-07-21,21,Zillow,349.8657187993681,44,1.0,2
PROP_001500,949 Jones Square,Austin,TX,90670,30.213544,-97.730774,3,2,1903,9008,2007,3,Townhouse,Fair,8.8,22.2,84.5,1,8,561276,626963,2025-08-07,2025-08-16,9,Direct,294.9427220178665,17,1.5,5
PROP_001501,23420 Douglas Common Apt. 808,Austin,TX,51810,30.350181,-97.768481,4,3,1511,2928,2005,1,Duplex,Fair,6.2,5.7,35.3,6,4,523261,596446,2024-01-20,2024-03-05,45,MLS,346.3011250827267,19,1.3333333333333333,7
PROP_001502,271 Williams Drives,San Francisco,CA,58466,37.755613,-122.474168,1,3,1791,5850,1954,0,Condo,Good,5.5,18.0,78.2,5,3,713657,784141,2023-09-28,2023-10-04,6,MLS,398.46845337800113,70,0.3333333333333333,4
